SURFACE_TY,CONDITION,WIDTH,the_geom,CANOPY,PMAID,TRAIL_NUM,TRAIL_ID,PMA_NAME,SHAPE_LENG,GRADE_TYPE,DISTRICT,GRADE_PERC,TRAIL_CLAS,SHAPE_LE_1,DATE_TIME,PICTURES,FIELD_NOTE,GIS_LENGTH,GIS_EDT_DT,AMWOID,SHAPE_LEN
Grass,Good,1,"MULTILINESTRING ((-122.25284153339588 47.678327750598775, -122.25289961729912 47.6783082174507, -122.2529834002214 47.67831643391884, -122.25314826942045 47.678358583518346))",Open,398,203,398-203,WARREN G. MAGNUSON PARK,61.39746782,Flat,NE,0,2,61.39746782,10/27/2016 12:00:00 AM +0000,-,-,80.26784834,02/23/2017 12:00:00 AM +0000,TRAIL-7820,0
Gravel,Good,4,"MULTILINESTRING ((-122.3077423869825 47.67240034036358, -122.30800921721728 47.67255806184228, -122.30825558895832 47.67267436459262, -122.30838896628856 47.67270712573319, -122.30846818990508 47.67274496179129, -122.30851374371643 47.67277663071356, -122.30872635678799 47.67286569068663, -122.30876082805645 47.67288225390757, -122.30885618165061 47.67289841453335, -122.30893152151623 47.6729424241601, -122.3090066923958 47.67298052465134, -122.30908935686315 47.673050103109965, -122.30913279327513 47.67307875947004, -122.3095077186816 47.67334355737394, -122.30979812214947 47.67338396815471, -122.30985875082183 47.67339247977473, -122.31004834903771 47.67345706960676, -122.31016096646518 47.67350929438545, -122.31024879383438 47.673599797293676, -122.31030713007233 47.673616820735255, -122.31040722493039 47.67363908718307, -122.3104561537946 47.673628601272576, -122.31063774184273 47.67367842359493))",Open,391,32,391-32,RAVENNA PARK,875.66100735,Gradual,NE,4,1,875.66100735,10/31/2016 12:00:00 AM +0000,-,-,877.81731401,02/20/2017 12:00:00 AM +0000,TRAIL-6414,0
Gravel,Worn,3,"MULTILINESTRING ((-122.3106337182542 47.67367725860919, -122.31070847013524 47.67370381706022, -122.31078689444934 47.67371346931359, -122.3108363674993 47.673722125090976, -122.31089511017757 47.673735630022406, -122.31102339503349 47.67378554930072, -122.31108732631986 47.673803056631066, -122.31118960703326 47.67379504495879, -122.31123864386109 47.67382418654211, -122.31131070601036 47.67382415130203, -122.311469007026 47.673858813872876, -122.3116518921427 47.67388360615923, -122.31173035179287 47.67391227668044))",Open,391,7,391-7,RAVENNA PARK,289.58030521,Steep,NE,9,1,289.58030521,10/31/2016 12:00:00 AM +0000,-,-,289.94204059,02/20/2017 12:00:00 AM +0000,TRAIL-6414,0
Soil,Poor,1,"MULTILINESTRING ((-122.25236358935493 47.67933855112658, -122.25233145039881 47.67933644063594, -122.25229037045595 47.679337981362195, -122.25223188034339 47.679352200876146, -122.25217474065015 47.67937768077818, -122.2521368502037 47.679380120901186, -122.25206161959456 47.67937393112498, -122.25198864065389 47.67936039061849, -122.25193642042836 47.67933606103688, -122.25190184939093 47.679301851024285, -122.25182456943092 47.67928065089605, -122.25179368010734 47.679264831170556, -122.25176372939175 47.6792462110298, -122.25170017984124 47.679210251272806, -122.2516196702097 47.67921127055071, -122.25157805057019 47.679211531328484, -122.2515168195474 47.67919985127403, -122.25150608005411 47.67917987106144, -122.25149235005313 47.67915735075043, -122.251479569611 47.679139020593915, -122.25144607992723 47.679132070692326, -122.25140257995835 47.6791408909983))",Open,398,187,398-187,WARREN G. MAGNUSON PARK,277.85496892,Flat,NE,0,2,277.85496892,10/26/2016 12:00:00 AM +0000,-,-,277.85552464,02/08/2017 12:00:00 AM +0000,TRAIL-7817,0
Soil,Good,1,"MULTILINESTRING ((-122.25181225250799 47.68082430717732, -122.25177746023388 47.680809890803985, -122.25174007970642 47.68077849093636, -122.2517053999575 47.680729640518116, -122.2516983899457 47.68070678109326, -122.25168852051412 47.68065017054318, -122.25166231001577 47.68059628134869, -122.25159197949831 47.68058022114131, -122.25155891956231 47.68056904054864, -122.25148674985104 47.68053586062481, -122.25145684936653 47.68051964077118, -122.25142950988692 47.68050823061782, -122.25140183960859 47.680491971299084, -122.25133430158496 47.68043828151043, -122.25132317030615 47.68040268121573, -122.25129829973045 47.68038455097257, -122.25127443056029 47.680367140526776, -122.25125647044891 47.68035534103757, -122.25121928008488 47.68034270134103, -122.25118986977496 47.680348930828366, -122.25113529016808 47.68037080067111, -122.25109019062712 47.680384650551325, -122.2509546068514 47.68039417021396))",Open,398,180,398-180,WARREN G. MAGNUSON PARK,311.88880975,Flat,NE,0,2,311.88880975,10/26/2016 12:00:00 AM +0000,-,-,311.88943353,02/08/2017 12:00:00 AM +0000,TRAIL-7817,0
Soil,Worn,2,"MULTILINESTRING ((-122.24770183823266 47.67982384565024, -122.24768435514001 47.679768357544525, -122.24768351391518 47.67971116774875, -122.24768687734654 47.67967832615758, -122.24769612934301 47.6796262322764, -122.24771799561084 47.67952317763433, -122.24774154440107 47.67946202375429, -122.24780209721759 47.679389545290455, -122.24782985018768 47.67933858369552, -122.2478436704775 47.679293177290404, -122.24789124480532 47.67919192737698, -122.24791899834092 47.67912567726861, -122.24796777807026 47.67908604036444, -122.24810064517867 47.679069757073385, -122.24823286717438 47.679021466231276, -122.24833810923116 47.67896332877016, -122.24839174686765 47.678893622020155, -122.24840047860266 47.67880963696915, -122.24840906242252 47.67873152086145, -122.24846751535705 47.67864436254759, -122.24847550434237 47.67860491537939, -122.24859889454427 47.67856009014501, -122.24861398532674 47.67853319395214, -122.2486326274504 47.678471283989374, -122.24862552581857 47.67840768142717, -122.24867071026614 47.67835771572439, -122.2487373755618 47.678297110016224, -122.24873582838273 47.678296351093216, -122.24879550020579 47.67821510213667, -122.24887272531215 47.6781236820351, -122.24891849446053 47.67807079789871, -122.24900617344709 47.67792649331892, -122.24903661768103 47.677856800040615, -122.24909370316455 47.677805965713745, -122.24917547371385 47.67774208555212, -122.24919876057444 47.67770333521521, -122.2492257075056 47.67764756147659, -122.24924001287927 47.677593131385954, -122.24932085403012 47.67756423592267, -122.24937374939863 47.67760802804703, -122.24936243782994 47.67763994565644, -122.24931686126102 47.677665256134645, -122.24929789934214 47.677693927746226, -122.2492636333572 47.67772438991027, -122.24923801674329 47.677761572445405, -122.2492064127793 47.67780032359274, -122.24916748979582 47.67784422585947, -122.24914187364081 47.67787849640119, -122.24907314978792 47.67792936291781, -122.249031746488 47.67797732790516, -122.24900495559253 47.67804784029161, -122.24900739124934 47.67811138296523, -122.2489842502121 47.678163370673026, -122.24896355208831 47.67820362349274, -122.24891362284914 47.67824789810516, -122.24884360267835 47.6783425976766, -122.24875896780941 47.678416389732895, -122.24876223134906 47.67848089727527, -122.24879879422502 47.67854690996206))",Open,398,170,398-170,WARREN G. MAGNUSON PARK,1384.89603127,Flat,NE,0,2,1384.89603127,10/26/2016 12:00:00 AM +0000,-,-,1384.89880106,02/08/2017 12:00:00 AM +0000,TRAIL-7812,0
Soil,Worn,1,"MULTILINESTRING ((-122.24950332978291 47.68032921307392, -122.2496068901139 47.680248181071846, -122.2496304098593 47.680234221293816, -122.24969274936403 47.680199890889895, -122.24972550955194 47.68015147088044, -122.24972920958707 47.68012340093917, -122.24972775945149 47.68009390080416, -122.24971921023007 47.680067121109275, -122.24971037017941 47.68003617094348, -122.24973325035987 47.67999401073052, -122.24976279056357 47.6799798906223, -122.24978683003617 47.67996267054128, -122.2498350199451 47.67991857101322, -122.24985846994156 47.67990460125739, -122.24992420007354 47.67989992125009, -122.2499417601739 47.67988343119278, -122.24996460985221 47.67983459097261, -122.25002741013986 47.679806438411696, -122.25007775962027 47.67978767129652, -122.25014243005346 47.67977188093807, -122.25021425963055 47.679757530816, -122.25024441952155 47.67975066074579, -122.25028953037604 47.67974178127631, -122.25031721024187 47.67973585061124, -122.25037046945073 47.67974246052718, -122.25040050036948 47.679750840927966, -122.25049076950091 47.67976579116098, -122.25053505002418 47.6797680813054, -122.25061477009632 47.67978062131483, -122.25066486987168 47.67978411104178, -122.25075086049524 47.67978519047389, -122.25078790034438 47.67978774061553, -122.25087277034064 47.679794910611236, -122.25091261014082 47.67980151090595, -122.25099818997757 47.679809210830435, -122.2510456004264 47.67981363074029, -122.2511209301061 47.6798127411051, -122.25115965046777 47.67981063104158, -122.2512387403622 47.67981315075428, -122.25131902966817 47.67983341064919, -122.251406389934 47.679843770682005, -122.25148371976493 47.67985418082494, -122.25150670046241 47.67986286098902, -122.2515393705443 47.67987627112453, -122.25160095938604 47.679914991031055, -122.25166107048476 47.67993734060913, -122.2516963896972 47.67994351112648, -122.25173558014698 47.679943930954636, -122.2517792696159 47.679944031182345, -122.25186273005667 47.67995186119829, -122.25189876015837 47.67995489133767, -122.251943299896 47.6799600806805, -122.25201527038443 47.67997066064421, -122.25210195045031 47.6799751210236, -122.25220064992052 47.67997851048722, -122.25225335981784 47.67997674131023, -122.2523245799421 47.679969351258904, -122.25235845997433 47.67996857128689, -122.25239441974246 47.67997156076493, -122.25243145039158 47.679972741316625, -122.25250195017641 47.679978630847835, -122.25253900994589 47.67997478050581))",Open,398,174,398-174,WARREN G. MAGNUSON PARK,901.26363887,Gradual,NE,3,2,901.26363887,10/26/2016 12:00:00 AM +0000,-,-,891.15361825,02/23/2017 12:00:00 AM +0000,TRAIL-7817,0
Soil,Good,1,"MULTILINESTRING ((-122.25185229113808 47.68080404748453, -122.25184923189612 47.68084613320483, -122.2518619073627 47.680869088513745, -122.25188825384868 47.68088085727046, -122.25191387044363 47.68088892071008, -122.25195778453876 47.68090527093637))",Open,398,178,398-178,WARREN G. MAGNUSON PARK,51.40236925,Flat,NE,0,2,51.40236925,10/26/2016 12:00:00 AM +0000,-,-,51.40247205,02/08/2017 12:00:00 AM +0000,TRAIL-7817,0
Stairs,Worn,3,"MULTILINESTRING ((-122.32170614073894 47.63142241095932, -122.3217040996617 47.63137470911184, -122.32161545595531 47.631341796457804, -122.3214871656066 47.631320768553124))",High,2848,4,2848-4,ST. MARKS GREENBELT,74.89286552,Steep,CE,9,1,74.89286552,01/09/2017 12:00:00 AM +0000,-,-,74.89301531,02/08/2017 12:00:00 AM +0000,TRAIL-7101,0
Soil,Worn,3,"MULTILINESTRING ((-122.32182223415076 47.63103401071264, -122.32181951783045 47.6310367522429, -122.3218140563606 47.631063457359055, -122.32187813941727 47.631093317507364, -122.32192910663434 47.63109103083141, -122.32201263749742 47.631112661587046, -122.32219390835766 47.631134330972266))",High,2848,6,2848-6,ST. MARKS GREENBELT,110.2678833,Moderate,CE,6,1,110.2678833,01/09/2017 12:00:00 AM +0000,-,-,110.26810383,02/08/2017 12:00:00 AM +0000,TRAIL-7101,0
Gravel,Good,3,"MULTILINESTRING ((-122.31847925865982 47.62872303635738, -122.31843515470345 47.62938004933985, -122.31842362610818 47.62944223375281, -122.31839651488251 47.62970516931172, -122.31838940319703 47.62981993463098, -122.31837905646063 47.629952978928564, -122.31835408096451 47.63008447333571, -122.31835825622906 47.6301794881286, -122.31832499650515 47.63030451449479, -122.31836187963604 47.63039417365988, -122.31834386225663 47.63052303860256, -122.31837950329412 47.63061295596124, -122.31834461093136 47.630644540160205, -122.31825896473545 47.630718461494595, -122.31809406052203 47.63082348944528, -122.31798032450625 47.63090322314612, -122.31782978584498 47.63099501638091))",Low,399,13,399-13,VOLUNTEER PARK,888.77010852,Gradual,CE,5,1,888.77010852,10/19/2016 12:00:00 AM +0000,-,-,888.77188606,02/08/2017 12:00:00 AM +0000,TRAIL-7618,0
Concrete,Worn,8,"MULTILINESTRING ((-122.24830007345588 47.68377052051172, -122.24820469043105 47.68362273868549, -122.24811473602055 47.68350659442587, -122.24806352279032 47.68339652350727, -122.24801265912515 47.683299431066274, -122.2479000812212 47.683079332384345, -122.24782675072943 47.68286525402146, -122.24776376843306 47.6826771441807, -122.24769026057166 47.68245655673219, -122.247637452289 47.68228781099482, -122.24753242427454 47.68200935203662))",Open,398,66,398-66,WARREN G. MAGNUSON PARK,671.90503658,Flat,NE,0,1,671.90503658,10/25/2016 12:00:00 AM +0000,-,-,671.90638039,02/08/2017 12:00:00 AM +0000,TRAIL-7812,0
Gravel,Good,8,"MULTILINESTRING ((-122.24833874487781 47.68381948160456, -122.24810473871216 47.68382420526262, -122.24783137768412 47.68384719100745, -122.24762311795506 47.68389330881291, -122.24728355623338 47.68401130519299))",Open,398,38,398-38,WARREN G. MAGNUSON PARK,273.57046441,Flat,NE,0,1,273.57046441,10/25/2016 12:00:00 AM +0000,-,-,273.57101156,02/08/2017 12:00:00 AM +0000,TRAIL-7812,0
Grass,Good,1,"MULTILINESTRING ((-122.25028894920283 47.68209058085872, -122.25021620902531 47.6821490877635, -122.2501357431173 47.68220889432899, -122.25008939486253 47.682234031145356, -122.25000699847891 47.68230033864799, -122.24991752030753 47.68232677445862, -122.24983319300156 47.682357544248845, -122.24968776084502 47.68240724158714, -122.24946609918372 47.682545843284636))",Open,398,166,398-166,WARREN G. MAGNUSON PARK,171.18806878,Gradual,NE,3,2,171.18806878,10/25/2016 12:00:00 AM +0000,-,-,265.78874243,02/23/2017 12:00:00 AM +0000,TRAIL-7814,0
Soil,Worn,1,"MULTILINESTRING ((-122.25105968703718 47.681469990383796, -122.2509608998918 47.681476817605244, -122.25089414983651 47.681478850794626, -122.25084344993763 47.68149336756246, -122.25081160007474 47.68153125049417, -122.25078916660297 47.681573517814826, -122.2507447664084 47.68162130118213, -122.25065098295774 47.68167440094313, -122.25060533396555 47.68173985059337, -122.25058815037069 47.68179585134497, -122.25058898278044 47.68186026765056, -122.2505403326946 47.681929884604926, -122.2504612171428 47.68198891716192, -122.25040278293021 47.68204048406956, -122.25028894920283 47.68209058085872, -122.25031856049267 47.68214952153076, -122.25032757273426 47.68222276271863, -122.25033278955992 47.682342551679035, -122.25021861781404 47.682475838339755))",Open,398,165,398-165,WARREN G. MAGNUSON PARK,396.71931052,Gradual,NE,3,2,396.71931052,10/25/2016 12:00:00 AM +0000,-,-,471.89529962,02/23/2017 12:00:00 AM +0000,TRAIL-7814,0
Stairs,Worn,4,"MULTILINESTRING ((-122.25369003172597 47.674533392390735, -122.25373528448864 47.674480426288596, -122.25380310184141 47.67443765904041, -122.25388965633167 47.674376604281285, -122.25394537231098 47.67433011510493, -122.25412232247834 47.674307960153456, -122.25412443621252 47.67431175884405, -122.25419328884814 47.67431481968078, -122.25422450703539 47.67431575903312, -122.25429756709033 47.674287490436534, -122.25436615440671 47.674216646075664, -122.25452541630838 47.67419981088327))",Low,398,35,398-35,WARREN G. MAGNUSON PARK,259.66330128,Moderate,NE,8,1,259.66330128,10/25/2016 12:00:00 AM +0000,-,-,259.66382061,02/08/2017 12:00:00 AM +0000,TRAIL-7811,0
Soil,Good,1,"MULTILINESTRING ((-122.25371055409289 47.67528604439713, -122.25379224941395 47.67535143439451, -122.2538659163667 47.675401151051865, -122.2538583170511 47.67547140110852, -122.2539186504579 47.67552630098403, -122.2540028498078 47.67551516760588, -122.25407511624404 47.67552333431035, -122.25413983372258 47.67554691780152, -122.25419745051828 47.675579317618684, -122.25422990006065 47.675627750692605, -122.25429636606052 47.67564045065845, -122.25432356646778 47.6756447011119, -122.25433491632724 47.675663267396644, -122.25438513395933 47.675656734354696, -122.25453411680513 47.67556983431435, -122.25460083306261 47.67557166754863, -122.25464990028034 47.675589650835164, -122.2547085837654 47.67561623384491, -122.25477035031633 47.67566330067634, -122.254829616487 47.67565318393313, -122.25488801624003 47.675614850675565, -122.25491593362962 47.67562208407406, -122.25501170027715 47.675582584621054, -122.25509596649981 47.67548733445407, -122.255076366851 47.67544430072376, -122.25503646658716 47.67545350125028, -122.25502434970015 47.67543923384303, -122.25499361649779 47.67538593438553, -122.25496038333976 47.675317250762525, -122.25496463305151 47.675238301105885, -122.25495266689992 47.67516405083374, -122.2549421664955 47.67511416742254, -122.25490995054149 47.675022817651666, -122.25486964976348 47.67495196782272, -122.25490745026059 47.67493433381771, -122.25497443355096 47.674926384062296, -122.25504351658925 47.6748883671985, -122.25501711725101 47.6748193680211, -122.25500291655142 47.67473520068363, -122.25502064992074 47.674705301065046, -122.25501044956887 47.67464101779657, -122.25502435064564 47.67457425047414, -122.25500548367214 47.674512801106815, -122.25497636721747 47.67445470106047, -122.254961267007 47.674377717364045, -122.2549625001073 47.67432648389187, -122.25497548327812 47.67427986802109, -122.25500048380461 47.67422685094768, -122.25502158379314 47.67419713421276, -122.25504439959168 47.67414990085967, -122.25508376663242 47.67411238431838, -122.25515935066976 47.67407640117363, -122.25522921613702 47.67401201736266, -122.25525831650336 47.67396408391167, -122.25533446699674 47.67391498386826, -122.25536706637484 47.67385873409506, -122.2555277502974 47.673781968013785, -122.25556023287554 47.673763317957494, -122.25554800052225 47.67370101760072, -122.2554643732429 47.67357722917874))",Low,398,141,398-141,WARREN G. MAGNUSON PARK,1240.21648774,Moderate,NE,5,2,1240.21648774,10/25/2016 12:00:00 AM +0000,-,-,1286.51273279,02/23/2017 12:00:00 AM +0000,TRAIL-7811,0
Concrete,Good,8,"MULTILINESTRING ((-122.24705944995478 47.68059360870102, -122.24770183823266 47.67982384565024))",Open,398,43,398-43,WARREN G. MAGNUSON PARK,322.30448439,Flat,NE,0,1,322.30448439,10/25/2016 12:00:00 AM +0000,-,-,322.305129,02/08/2017 12:00:00 AM +0000,TRAIL-7812,0
Grass,Good,4,"MULTILINESTRING ((-122.24634593964379 47.68241856896659, -122.24617907992926 47.682427427185715, -122.24602484220895 47.68242374316863, -122.2461223610192 47.682489731424575, -122.24617211402992 47.68257749172591, -122.24626565268923 47.682674631520314, -122.24631275129676 47.68282334018302, -122.24632554074388 47.682849776068004))",Open,398,146,398-146,WARREN G. MAGNUSON PARK,255.40943563,Flat,NE,0,2,255.40943563,10/25/2016 12:00:00 AM +0000,-,-,255.40994644,02/08/2017 12:00:00 AM +0000,TRAIL-7813,0
Gravel,Worn,2,"MULTILINESTRING ((-122.24773590959762 47.68490756304251, -122.24780803379628 47.684927242248534, -122.24787775670057 47.68493466106291, -122.24793506524672 47.68493671228285, -122.24801719859808 47.68494949951254, -122.24811182558219 47.68497041586501, -122.24815732098872 47.68498917953145, -122.24821530082329 47.68501607606316, -122.24827419508377 47.684998226554534))",Open,398,20,398-20,WARREN G. MAGNUSON PARK,142.32588162,Flat,NE,0,1,142.32588162,10/25/2016 12:00:00 AM +0000,-,-,142.32616627,02/08/2017 12:00:00 AM +0000,TRAIL-7813,0
